Name,Category,ID
plesio tail,Fossils,00EC
T. rex skull,Fossils,00EE
T. rex torso,Fossils,00EF
T. rex tail,Fossils,00F0
tricera skull,Fossils,00F2
tricera torso,Fossils,00F3
tricera tail,Fossils,00F4
exercise bike,Housewares,011F
treadmill,Housewares,0122
amber,Fossils,0126
ammonite,Fossils,0127
coprolite,Fossils,0128
archaeopteryx,Fossils,012A
dinosaur track,Fossils,012C
australopith,Fossils,012D
shark-tooth pattern,Fossils,012E
trilobite,Fossils,012F
crucian carp,Fishes,0148
goldfish,Fishes,0149
barbecue,Housewares,014A
birdbath,Housewares,014B
birdhouse,Housewares,014D
Mr. Flamingo,Housewares,014F
Mrs. Flamingo,Housewares,0150
lawn mower,Housewares,0152
tiki torch,Housewares,0157
acoustic guitar,Housewares,017F
grass standee,Housewares,0212
hedge standee,Housewares,0213
mountain standee,Housewares,0214
tree standee,Housewares,0215
stadiometer,Housewares,0222
brown cicada,Bugs,0246
tiger butterfly,Bugs,0247
Rajah Brooke's birdwing,Bugs,0248
red dragonfly,Bugs,0249
Queen Alexandra's birdwing,Bugs,024A
pondskater,Bugs,024B
ant,Bugs,024C
pill bug,Bugs,024E
wharf roach,Bugs,024F
moth,Bugs,0250
diving beetle,Bugs,0252
darner dragonfly,Bugs,0253
goliath beetle,Bugs,0254
fly,Bugs,0255
orchid mantis,Bugs,0256
tiger beetle,Bugs,0257
horned hercules,Bugs,0258
evening cicada,Bugs,0259
cyclommatus stag,Bugs,025A
firefly,Bugs,025B
dung beetle,Bugs,025C
rice grasshopper,Bugs,025D
mosquito,Bugs,025E
mantis,Bugs,025F
stinkbug,Bugs,0260
citrus long-horned beetle,Bugs,0261
peacock butterfly,Bugs,0262
snail,Bugs,0263
horned dynastid,Bugs,0264
grasshopper,Bugs,0265
earth-boring dung beetle,Bugs,0266
horned atlas,Bugs,0267
walking leaf,Bugs,0268
cricket,Bugs,0269
giant cicada,Bugs,026A
spider,Bugs,026B
agrias butterfly,Bugs,026C
robust cicada,Bugs,026D
bagworm,Bugs,026E
honeybee,Bugs,026F
miyama stag,Bugs,0270
yellow butterfly,Bugs,0271
common butterfly,Bugs,0272
emperor butterfly,Bugs,0273
centipede,Bugs,0274
walking stick,Bugs,0276
rainbow stag,Bugs,0277
saw stag,Bugs,0278
flea,Bugs,0279
mole cricket,Bugs,027A
banded dragonfly,Bugs,027B
monarch butterfly,Bugs,027C
giant stag,Bugs,027D
golden stag,Bugs,027E
scarab beetle,Bugs,027F
scorpion,Bugs,0280
cicada shell,Bugs,0281
bell cricket,Bugs,0282
wasp,Bugs,0283
long locust,Bugs,0284
jewel beetle,Bugs,0285
tarantula,Bugs,0286
ladybug,Bugs,0287
migratory locust,Bugs,0288
walker cicada,Bugs,0289
violin beetle,Bugs,028A
hermit crab,Bugs,028B
Atlas moth,Bugs,028C
horned elephant,Bugs,028D
beach chair,Housewares,0298
wave breaker,Housewares,0299
shaved-ice maker,Housewares,029B
ukulele,Housewares,029D
tall lantern,Housewares,02A4
deer scare,Housewares,02A5
boomerang,Housewares,02AA
bottled ship,Housewares,02AB
Dala horse,Housewares,02AD
pagoda,Housewares,02B0
paper tiger,Housewares,02B1
hula doll,Housewares,02B2
Statue of Liberty,Housewares,02B5
moai statue,Housewares,02BA
Tower of Pisa,Housewares,02BC
tapestry,Housewares,02C0
bamboo bench,Housewares,02C6
screen,Housewares,02CC
clay furnace,Housewares,02CD
hearth,Housewares,02D2
kettle,Housewares,02D4
paper lantern,Housewares,02D5
garden rock,Housewares,02D9
tall garden rock,Housewares,02DA
tea table,Housewares,02E3
fireplace,Housewares,02E6
tape deck,Housewares,0313
hi-fi stereo,Housewares,0316
jukebox,Housewares,0317
high-end stereo,Housewares,0319
phonograph,Housewares,031A
retro stereo,Housewares,031C
mush lamp,Housewares,0325
mush table,Housewares,0328
modern office chair,Housewares,0340
upright locker,Housewares,0341
safe,Housewares,0347
office desk,Housewares,0348
alto saxophone,Housewares,034E
amp,Housewares,0351
billiard table,Housewares,035F
bingo wheel,Housewares,0360
birdcage,Housewares,0361
book stands,Housewares,0366
breaker,Housewares,036B
wooden bucket,Housewares,0370
camp stove,Housewares,0379
holiday candle,Housewares,037B
cat tower,Housewares,0380
vacuum cleaner,Housewares,038B
upright vacuum,Housewares,038C
cuckoo clock,Housewares,0393
coffee cup,Housewares,0396
coffee grinder,Housewares,0398
pot rack,Housewares,03A0
air conditioner,Housewares,03A1
dartboard,Housewares,03A9
DJ's turntable,Housewares,03AD
effects rack,Housewares,03B6
espresso maker,Housewares,03BA
exit sign,Housewares,03BB
ventilation fan,Housewares,03BD
snack machine,Housewares,03CB
fruit basket,Housewares,03CF
go board,Housewares,03D5
harp,Housewares,03DB
incense burner,Housewares,03E5
kitchen island,Housewares,03E6
pile of leaves,Housewares,03FF
low screen,Housewares,0405
magazine rack,Housewares,0408
metronome,Housewares,0412
microwave,Housewares,0413
silver mic,Housewares,0415
mixer,Housewares,041A
moon,Housewares,041E
music stand,Housewares,0422
upright piano,Housewares,0439
picnic basket,Housewares,043A
pinball machine,Housewares,043F
popcorn machine,Housewares,0444
rocking chair,Housewares,044F
outdoor bath,Housewares,0457
colorful wheel,Housewares,0458
sandbox,Housewares,045C
sand castle,Housewares,045D
scarecrow,Housewares,0460
sea globe,Housewares,0464
revolving spice rack,Housewares,0465
server,Housewares,0466
old sewing machine,Housewares,0467
sewing machine,Housewares,0468
outdoor air conditioner,Housewares,046B
smoker,Housewares,0477
snow globe,Housewares,0479
soccer goal,Housewares,047D
spinning wheel,Housewares,0481
brick oven,Housewares,0485
cream and sugar,Housewares,0489
surveillance camera,Housewares,048D
swinging bench,Housewares,0492
synthesizer,Housewares,0493
foosball table,Housewares,0499
tennis table,Housewares,049D
phone box,Housewares,04A1
telescope,Housewares,04A2
tire stack,Housewares,04A5
tricycle,Housewares,04AF
gold fish trophy,Housewares,04B0
silver fish trophy,Housewares,04B1
bronze fish trophy,Housewares,04B2
gold bug trophy,Housewares,04B3
silver bug trophy,Housewares,04B4
bronze bug trophy,Housewares,04B5
typewriter,Housewares,04BB
standing toilet,Housewares,04C1
video camera,Housewares,04C5
deluxe washer,Housewares,04CB
bathroom sink,Housewares,04CD
water cooler,Housewares,04D0
portable toilet,Housewares,04D2
DIY workbench,Housewares,04D9
flashy-flower sign,Housewares,04DB
pear wardrobe,Housewares,04EF
barrel,Housewares,04F2
cacao tree,Housewares,04FD
fan palm,Housewares,0508
school chair,Housewares,051C
anatomical model,Housewares,0525
microscope,Housewares,0527
skeleton,Housewares,052E
school desk,Housewares,0530
podium,Housewares,0531
basic teacher's desk,Housewares,0532
motherly statue,Arts,0533
motherly statue,Arts,0534
gallant statue,Arts,0535
gallant statue,Arts,0536
robust statue,Arts,0537
robust statue,Arts,0538
ancient statue,Arts,0539
ancient statue,Arts,053A
great statue,Arts,053B
beautiful statue,Arts,053D
beautiful statue,Arts,053E
mystic statue,Arts,053F
mystic statue,Arts,0540
valiant statue,Arts,0541
valiant statue,Arts,0542
hamster cage,Housewares,0544
sea snail,Shells,055E
venus comb,Shells,055F
conch,Shells,0560
sand dollar,Shells,0563
coral,Shells,0564
giant clam,Shells,0565
cowrie,Shells,0566
globe,Housewares,0583
TV camera,Housewares,0584
campfire,Housewares,0595
bonfire,Housewares,0596
lantern,Housewares,0598
campfire cookware,Housewares,0599
sleeping bag,Housewares,059A
asteroid,Housewares,059F
lunar lander,Housewares,05A0
rocket,Housewares,05A1
lunar rover,Housewares,05A2
satellite,Housewares,05A3
space shuttle,Housewares,05A4
astronaut suit,Housewares,05A5
flying saucer,Housewares,05A7
cello,Housewares,05A9
weight bench,Housewares,05AC
judge's bell,Housewares,05B0
dolly,Housewares,05D7
Papa bear,Housewares,05DB
Mama bear,Housewares,05DC
Baby bear,Housewares,05DD
giant teddy bear,Housewares,05E0
teacup ride,Housewares,05E3
robot hero,Housewares,05E5
wooden-block bed,Housewares,0615
wooden-block bookshelf,Housewares,0616
wooden-block bench,Housewares,0617
wooden-block chest,Housewares,0619
wooden-block table,Housewares,061D
oil barrel,Housewares,061F
exercise ball,Housewares,063E
serving cart,Housewares,0646
hammock,Housewares,0654
lawn chair,Housewares,0655
garden gnome,Housewares,0658
iron garden bench,Housewares,0659
iron garden chair,Housewares,065A
iron garden table,Housewares,065B
garden lantern,Housewares,065C
garden faucet,Housewares,065F
golf bag,Housewares,0660
rock guitar,Housewares,066C
electric guitar,Housewares,066D
matryoshka,Housewares,0674
cassette player,Housewares,06AC
wall clock,Housewares,06D0
document stack,Housewares,06D6
aroma pot,Housewares,06D9
claw-foot tub,Housewares,06DD
stack of books,Housewares,06DF
clothesline pole,Housewares,06F2
table with cloth,Housewares,06F3
corkboard,Housewares,06F7
cushion,Housewares,0700
decoy duck,Housewares,0705
dinnerware,Housewares,0706
doghouse,Housewares,0707
drink machine,Housewares,070A
drum set,Housewares,070B
electric bass,Housewares,070C
changing room,Housewares,0718
trash bags,Housewares,071F
cypress plant,Housewares,0725
humidifier,Housewares,072C
ironing set,Housewares,072E
whirlpool bath,Housewares,0730
simple kettle,Housewares,0735
kotatsu,Housewares,0739
laptop,Housewares,073A
rocket lamp,Housewares,073B
box sofa,Housewares,073C
box corner sofa,Housewares,073D
stacked magazines,Housewares,0745
menu chalkboard,Housewares,074A
desk mirror,Housewares,074C
mug,Housewares,074E
grand piano,Housewares,0753
plastic canister,Housewares,0759
rice cooker,Housewares,0760
ring,Housewares,0761
hourglass,Housewares,0764
autograph cards,Housewares,076B
wooden chair,Housewares,0779
toilet,Housewares,0789
ball,Housewares,07DA
chalkboard,Housewares,07DC
lecture-hall bench,Housewares,07DD
lecture-hall desk,Housewares,07DE
director's chair,Housewares,07E4
shovel,Tools,0833
axe,Tools,0834
100 Bells,Money,0839
200 Bells,Money,083A
300 Bells,Money,083B
400 Bells,Money,083C
500 Bells,Money,083D
600 Bells,Money,083E
700 Bells,Money,083F
800 Bells,Money,0840
900 Bells,Money,0841
1000 Bells,Money,0842
2000 Bells,Money,0843
3000 Bells,Money,0844
4000 Bells,Money,0845
5000 Bells,Money,0846
6000 Bells,Money,0847
7000 Bells,Money,0848
8000 Bells,Money,0849
9000 Bells,Money,084A
10000 Bells,Money,084B
11000 Bells,Money,084C
12000 Bells,Money,084D
13000 Bells,Money,084E
14000 Bells,Money,084F
15000 Bells,Money,0850
16000 Bells,Money,0851
17000 Bells,Money,0852
18000 Bells,Money,0853
19000 Bells,Money,0854
20000 Bells,Money,0855
21000 Bells,Money,0856
22000 Bells,Money,0857
23000 Bells,Money,0858
24000 Bells,Money,0859
25000 Bells,Money,085A
26000 Bells,Money,085B
27000 Bells,Money,085C
28000 Bells,Money,085D
29000 Bells,Money,085E
30000 Bells,Money,085F
31000 Bells,Money,0860
32000 Bells,Money,0861
33000 Bells,Money,0862
34000 Bells,Money,0863
35000 Bells,Money,0864
36000 Bells,Money,0865
37000 Bells,Money,0866
38000 Bells,Money,0867
39000 Bells,Money,0868
40000 Bells,Money,0869
41000 Bells,Money,086A
42000 Bells,Money,086B
43000 Bells,Money,086C
44000 Bells,Money,086D
45000 Bells,Money,086E
46000 Bells,Money,086F
47000 Bells,Money,0870
48000 Bells,Money,0871
49000 Bells,Money,0872
50000 Bells,Money,0873
51000 Bells,Money,0874
52000 Bells,Money,0875
53000 Bells,Money,0876
54000 Bells,Money,0877
55000 Bells,Money,0878
56000 Bells,Money,0879
57000 Bells,Money,087A
58000 Bells,Money,087B
59000 Bells,Money,087C
60000 Bells,Money,087D
61000 Bells,Money,087E
62000 Bells,Money,087F
63000 Bells,Money,0880
64000 Bells,Money,0881
65000 Bells,Money,0882
66000 Bells,Money,0883
67000 Bells,Money,0884
68000 Bells,Money,0885
69000 Bells,Money,0886
70000 Bells,Money,0887
71000 Bells,Money,0888
72000 Bells,Money,0889
73000 Bells,Money,088A
74000 Bells,Money,088B
75000 Bells,Money,088C
76000 Bells,Money,088D
77000 Bells,Money,088E
78000 Bells,Money,088F
79000 Bells,Money,0890
80000 Bells,Money,0891
81000 Bells,Money,0892
82000 Bells,Money,0893
83000 Bells,Money,0894
84000 Bells,Money,0895
85000 Bells,Money,0896
86000 Bells,Money,0897
87000 Bells,Money,0898
88000 Bells,Money,0899
89000 Bells,Money,089A
90000 Bells,Money,089B
91000 Bells,Money,089C
92000 Bells,Money,089D
93000 Bells,Money,089E
94000 Bells,Money,089F
95000 Bells,Money,08A0
96000 Bells,Money,08A1
97000 Bells,Money,08A2
98000 Bells,Money,08A3
99000 Bells,Money,08A4
apple,Plants,08A5
orange,Plants,08A6
bitterling,Fishes,08A7
pale chub,Fishes,08A8
dace,Fishes,08A9
carp,Fishes,08AB
koi,Fishes,08AC
pop-eyed goldfish,Fishes,08AD
killifish,Fishes,08AE
crawfish,Fishes,08AF
soft-shelled turtle,Fishes,08B0
tadpole,Fishes,08B1
frog,Fishes,08B2
freshwater goby,Fishes,08B3
loach,Fishes,08B4
catfish,Fishes,08B5
giant snakehead,Fishes,08B7
bluegill,Fishes,08B8
yellow perch,Fishes,08B9
black bass,Fishes,08BA
pike,Fishes,08BB
pond smelt,Fishes,08BC
sweetfish,Fishes,08BD
cherry salmon,Fishes,08BE
char,Fishes,08BF
stringfish,Fishes,08C1
salmon,Fishes,08C2
king salmon,Fishes,08C3
mitten crab,Fishes,08C4
guppy,Fishes,08C5
nibble fish,Fishes,08C6
angelfish,Fishes,08C7
neon tetra,Fishes,08C8
piranha,Fishes,08C9
arowana,Fishes,08CA
dorado,Fishes,08CB
gar,Fishes,08CC
arapaima,Fishes,08CD
saddled bichir,Fishes,08CE
sea butterfly,Fishes,08CF
sea horse,Fishes,08D0
clown fish,Fishes,08D1
surgeonfish,Fishes,08D2
butterfly fish,Fishes,08D3
Napoleonfish,Fishes,08D4
zebra turkeyfish,Fishes,08D5
blowfish,Fishes,08D6
puffer fish,Fishes,08D7
horse mackerel,Fishes,08D8
barred knifejaw,Fishes,08D9
sea bass,Fishes,08DA
red snapper,Fishes,08DB
dab,Fishes,08DC
olive flounder,Fishes,08DD
squid,Fishes,08DE
moray eel,Fishes,08DF
ribbon eel,Fishes,08E0
football fish,Fishes,08E1
tuna,Fishes,08E2
blue marlin,Fishes,08E3
giant trevally,Fishes,08E4
ray,Fishes,08E5
ocean sunfish,Fishes,08E6
hammerhead shark,Fishes,08E7
great white shark,Fishes,08E8
saw shark,Fishes,08E9
whale shark,Fishes,08EA
oarfish,Fishes,08EB
coelacanth,Fishes,08EC
pear,Plants,08ED
peach,Plants,08EE
cherry,Plants,08EF
coconut,Plants,08F0
bamboo shoot,Plants,08F7
red cosmos,Plants,0900
white cosmos,Plants,0901
drinking fountain,Housewares,090F
water pump,Housewares,0916
tire toy,Housewares,0919
solar panel,Housewares,091D
lighthouse,Housewares,091F
parabolic antenna,Housewares,0930
lost item,Event Item DEBUG,0946
lost item,Event Item DEBUG,0947
flimsy net,Tools,0948
fishing rod,Tools,0949
watering can,Tools,094B
communicator part,Event Item,094D
rusted part,Event Item,0955
K.K. Chorale,Songs,0965
K.K. March,Songs,0966
K.K. Waltz,Songs,0967
K.K. Swing,Songs,0968
K.K. Jazz,Songs,0969
K.K. Fusion,Songs,096A
K.K. êtude,Songs,096B
K.K. Lullaby,Songs,096C
K.K. Aria,Songs,096D
K.K. Samba,Songs,096E
K.K. Bossa,Songs,096F
K.K. Calypso,Songs,0970
K.K. Salsa,Songs,0971
K.K. Mambo,Songs,0972
K.K. Reggae,Songs,0973
K.K. Ska,Songs,0974
K.K. Tango,Songs,0975
K.K. Faire,Songs,0976
Aloha K.K.,Songs,0977
Lucky K.K.,Songs,0978
K.K. Condor,Songs,0979
K.K. Steppe,Songs,097A
Imperial K.K.,Songs,097B
K.K. Casbah,Songs,097C
K.K. Safari,Songs,097D
K.K. Folk,Songs,097E
K.K. Rock,Songs,097F
Rockin' K.K.,Songs,0980
K.K. Ragtime,Songs,0981
K.K. Gumbo,Songs,0982
The K. Funk,Songs,0983
K.K. Blues,Songs,0984
Soulful K.K.,Songs,0985
K.K. Soul,Songs,0986
K.K. Cruisin',Songs,0987
K.K. Love Song,Songs,0988
K.K. D&B,Songs,0989
K.K. Technopop,Songs,098A
DJ K.K.,Songs,098B
Only Me,Songs,098C
K.K. Country,Songs,098D
Surfin' K.K.,Songs,098E
K.K. Ballad,Songs,098F
Comrade K.K.,Songs,0990
K.K. Lament,Songs,0991
Go K.K. Rider,Songs,0992
K.K. Dirge,Songs,0993
K.K. Western,Songs,0994
Mr. K.K.,Songs,0995
CafÇ K.K.,Songs,0996
K.K. Parade,Songs,0997
K.K. Mariachi,Songs,0998
K.K. Song,Songs,0999
I Love You,Songs,099A
Two Days Ago,Songs,099B
My Place,Songs,099C
Forest Life,Songs,099D
To the Edge,Songs,099E
Pondering,Songs,099F
K.K. Dixie,Songs,09A0
K.K. Marathon,Songs,09A1
King K.K.,Songs,09A2
Mountain Song,Songs,09A3
Marine Song 2001,Songs,09A4
Neapolitan,Songs,09A5
Steep Hill,Songs,09A6
K.K. Rockabilly,Songs,09A7
Agent K.K.,Songs,09A8
K.K. Rally,Songs,09A9
K.K. Metal,Songs,09AA
Stale Cupcakes,Songs,09AB
Spring Blossoms,Songs,09AC
Wandering,Songs,09AD
K.K. House,Songs,09AE
K.K. Sonata,Songs,09AF
Hypno K.K.,Songs,09B0
K.K. Stroll,Songs,09B1
K.K. Island,Songs,09B2
Space K.K.,Songs,09B3
K.K. Adventure,Songs,09B4
K.K. Oasis,Songs,09B5
K.K. Bazaar,Songs,09B6
K.K. Milonga,Songs,09B7
K.K. Groove,Songs,09B8
K.K. Jongara,Songs,09B9
K.K. Flamenco,Songs,09BA
K.K. Moody,Songs,09BB
Bubblegum K.K.,Songs,09BC
K.K. Synth,Songs,09BD
K.K. Disco,Songs,09BE
K.K. Birthday,Songs,09BF
tree branch,Materials,09C4
bamboo piece,Materials,09C5
stone,Materials,09C6
gold nugget,Materials,09C9
iron nugget,Materials,09CF
customization kit,Materials,09D1
cliff construction permit,Tools,09EF
star wand,Tools,09F0
treasure,Event Item DEBUG,09F1
What was this again?,Event Item DEBUG,09F2
iron frame,Housewares,09F9
double sofa,Housewares,09FA
garbage can,Housewares,09FB
garbage pail,Housewares,09FC
wooden-block chair,Housewares,09FE
pot,Housewares,09FF
wooden chest,Housewares,0A00
floor lamp,Housewares,0A01
candle,Housewares,0A02
manila clam,Shells,0A07
ordinary mailbox,Mailbox,0A0B
pitfall seed,Misc,0A12
fossil,Fossils,0A13
natural garden chair,Housewares,0A1A
tin bucket,Housewares,0A20
juicy-apple TV,Housewares,0A24
wooden simple bed,Housewares,0A2D
mountain bike,Housewares,0A36
ladder,Tools,0A37
clump of weeds,Plants,0A40
red-cosmos bag,Plants,0A42
red-cosmos stems,Plants,0A43
red-cosmos buds,Plants,0A44
white-cosmos bag,Plants,0A45
white-cosmos stems,Plants,0A46
white-cosmos buds,Plants,0A47
10 turnips,Turnips,0A48
20 turnips,Turnips,0A49
30 turnips,Turnips,0A4A
40 turnips,Turnips,0A4B
50 turnips,Turnips,0A4C
60 turnips,Turnips,0A4D
70 turnips,Turnips,0A4E
80 turnips,Turnips,0A4F
90 turnips,Turnips,0A50
100 turnips,Turnips,0A51
spoiled turnips,Turnips,0A52
Dummy DIY (Debug),Misc,0A87
refrigerator,Housewares,0A99
digital alarm clock,Housewares,0AAB
retro fan,Housewares,0AB0
automatic washer,Housewares,0AB4
tent,Misc,0ABE
party popper,Misc,0AC1
simple well,Housewares,0AC2
Blathers's tent marker,Misc,0AC3
shop construction kit,Misc,0AC4
<name>'s tent (Debug),Misc,0AC5
softwood,Materials,0ACF
wood,Materials,0AD0
hardwood,Materials,0AD1
chessboard,Housewares,0AD2
round space heater,Housewares,0AD3
fancy violin,Housewares,0AD4
squat toilet,Housewares,0AD7
tankless toilet,Housewares,0AD8
medicine,Misc,0AD9
birthday cupcake,Event Item,0ADB
sapling,Plants,0AEA
small young hardwood,Plants,0AEC
medium young hardwood,Plants,0AED
large young hardwood,Plants,0AEE
hardwood tree,Plants,0AEF
cedar sapling,Plants,0AF0
small young cedar,Plants,0AF2
medium young cedar,Plants,0AF3
large young cedar,Plants,0AF4
cedar tree,Plants,0AF5
nursery coconut,Plants,0AF6
small young coconut,Plants,0AF7
medium young coconut,Plants,0AF8
large young coconut,Plants,0AF9
coconut tree,Plants,0AFA
nursery bamboo,Plants,0AFB
small young bamboo,Plants,0AFC
medium young bamboo,Plants,0AFD
large young bamboo,Plants,0AFE
bamboo tree,Plants,0AFF
white-azalea start,Plants,0B04
slingshot,Tools,0B06
young white azalea,Plants,0B2C
white-azalea bush,Plants,0B2D
yellow cosmos,Plants,0B2F
yellow-cosmos bag,Plants,0B30
yellow-cosmos stems,Plants,0B31
yellow-cosmos buds,Plants,0B32
pink cosmos,Plants,0B33
pink-cosmos stems,Plants,0B35
pink-cosmos buds,Plants,0B36
orange cosmos,Plants,0B37
orange-cosmos stems,Plants,0B39
orange-cosmos buds,Plants,0B3A
black cosmos,Plants,0B3B
black-cosmos stems,Plants,0B3D
black-cosmos buds,Plants,0B3E
white tulips,Plants,0B3F
white-tulip bag,Plants,0B40
white-tulip stems,Plants,0B41
white-tulip buds,Plants,0B42
red tulips,Plants,0B43
red-tulip bag,Plants,0B44
red-tulip stems,Plants,0B45
red-tulip buds,Plants,0B46
yellow tulips,Plants,0B47
yellow-tulip bag,Plants,0B48
yellow-tulip stems,Plants,0B49
yellow-tulip buds,Plants,0B4A
pink tulips,Plants,0B4B
pink-tulip stems,Plants,0B4D
pink-tulip buds,Plants,0B4E
orange tulips,Plants,0B4F
orange-tulip stems,Plants,0B51
orange-tulip buds,Plants,0B52
purple tulips,Plants,0B53
purple-tulip stems,Plants,0B55
purple-tulip buds,Plants,0B56
black tulips,Plants,0B57
black-tulip stems,Plants,0B59
black-tulip buds,Plants,0B5A
white pansies,Plants,0B5B
white-pansy bag,Plants,0B5C
white-pansy stems,Plants,0B5D
white-pansy buds,Plants,0B5E
red pansies,Plants,0B5F
red-pansy bag,Plants,0B60
red-pansy stems,Plants,0B61
red-pansy buds,Plants,0B62
yellow pansies,Plants,0B63
yellow-pansy bag,Plants,0B64
yellow-pansy stems,Plants,0B65
yellow-pansy buds,Plants,0B66
orange pansies,Plants,0B67
orange-pansy stems,Plants,0B69
orange-pansy buds,Plants,0B6A
purple pansies,Plants,0B6B
purple-pansy stems,Plants,0B6D
purple-pansy buds,Plants,0B6E
blue pansies,Plants,0B6F
blue-pansy stems,Plants,0B71
blue-pansy buds,Plants,0B72
white roses,Plants,0B73
white-rose bag,Plants,0B74
white-rose stems,Plants,0B75
white-rose buds,Plants,0B76
red roses,Plants,0B77
red-rose bag,Plants,0B78
red-rose stems,Plants,0B79
red-rose buds,Plants,0B7A
yellow roses,Plants,0B7B
yellow-rose bag,Plants,0B7C
yellow-rose stems,Plants,0B7D
yellow-rose buds,Plants,0B7E
pink roses,Plants,0B7F
pink-rose stems,Plants,0B81
pink-rose buds,Plants,0B82
orange roses,Plants,0B83
orange-rose stems,Plants,0B85
orange-rose buds,Plants,0B86
purple roses,Plants,0B87
purple-rose stems,Plants,0B89
purple-rose buds,Plants,0B8A
black roses,Plants,0B8B
black-rose stems,Plants,0B8D
black-rose buds,Plants,0B8E
blue roses,Plants,0B8F
blue-rose stems,Plants,0B91
blue-rose buds,Plants,0B92
gold roses,Plants,0B93
gold-rose stems,Plants,0B95
gold-rose buds,Plants,0B96
white lilies,Plants,0BA3
white-lily bag,Plants,0BA4
white-lily stems,Plants,0BA5
white-lily buds,Plants,0BA6
red lilies,Plants,0BA7
red-lily bag,Plants,0BA8
red-lily stems,Plants,0BA9
red-lily buds,Plants,0BAA
yellow lilies,Plants,0BAB
yellow-lily bag,Plants,0BAC
yellow-lily stems,Plants,0BAD
yellow-lily buds,Plants,0BAE
pink lilies,Plants,0BAF
pink-lily stems,Plants,0BB1
pink-lily buds,Plants,0BB2
orange lilies,Plants,0BB3
orange-lily stems,Plants,0BB5
orange-lily buds,Plants,0BB6
black lilies,Plants,0BB7
black-lily stems,Plants,0BB9
black-lily buds,Plants,0BBA
red-hibiscus start,Plants,0BCB
young red hibiscus,Plants,0BCD
red-hibiscus bush,Plants,0BCE
holly start,Plants,0BD0
young holly,Plants,0BD2
holly bush,Plants,0BD3
cooler box,Housewares,0BF8
gold bars,Housewares,0BF9
flimsy axe,Tools,0BFC
path construction permit,Tools,0C03
My smartphone (Debug),Debug,0C04
Memo (Debug),Debug,0C05
tourist telescope,Housewares,0C06
brick fence,Fences,0C08
flimsy shovel,Tools,0C0A
flimsy watering can,Tools,0C0B
flimsy fishing rod,Tools,0C0C
clay,Materials,0C12
mini DIY workbench,Housewares,0C32
ironwood table,Housewares,0C77
ironwood chair,Housewares,0C79
ironwood low table,Housewares,0C7A
ironwood cart,Housewares,0C7B
ironwood dresser,Housewares,0C7C
ironwood bed,Housewares,0C80
wooden-block stereo,Housewares,0C85
wooden-block toy,Housewares,0C86
wooden-block wall clock,Housewares,0C88
clothesline,Housewares,0C9D
futon,Housewares,0C9E
waterscaping permit,Tools,0CAF
gas range,Housewares,0CB3
LCD TV (50 in.),Housewares,0CB4
wasp nest,Misc,0CBF
ironwood kitchenette,Housewares,0CC6
